onset_s,event_time_s,duration_s,end_s,type,channel,confidence,notes,finger_id,action_id,trial_id,block_id,session_mode,source,lsl_ts_mono,local_ts,event_id,event_index,label
588.14455344202,588.14455344202,0.8880409593693912,589.0325944013894,thumb_open,n/a,,,1,1,0,0,,keyboard,3025668.233030875,1771283447.809377,17,17,thumb_open
590.7372961509973,590.7372961509973,0.7800216251052916,591.5173177761026,thumb_open,n/a,,,1,1,0,0,,keyboard,3025670.71775425,1771283450.294007,18,18,thumb_open
593.1737450263463,593.1737450263463,0.8727135406807065,594.046458567027,thumb_open,n/a,,,1,1,0,0,,keyboard,3025673.246895041,1771283452.823055,19,19,thumb_open
595.537043526303,595.537043526303,0.8960802908986807,596.4331238172017,thumb_open,n/a,,,1,1,0,0,,keyboard,3025675.633560291,1771283455.2096288,20,20,thumb_open
598.2556600673124,598.2556600673124,0.7034446666948497,598.9591047340073,thumb_open,n/a,,,1,1,0,0,,keyboard,3025678.159541208,1771283457.735518,21,21,thumb_open
600.6418746924028,600.6418746924028,0.9682774995453656,601.6101521919481,thumb_open,n/a,,,1,1,0,0,,keyboard,3025680.810588666,1771283460.386467,22,22,thumb_open
603.3823366919532,603.3823366919532,0.7722299173474312,604.1545666093007,thumb_open,n/a,,,1,1,0,0,,keyboard,3025683.355003083,1771283462.930787,23,23,thumb_open
605.9186854842119,605.9186854842119,0.8523185001686215,606.7710039843805,thumb_open,n/a,,,1,1,0,0,,keyboard,3025685.971440458,1771283465.547133,24,24,thumb_open
608.3287331094034,608.3287331094034,0.9557687495835125,609.2845018589869,thumb_open,n/a,,,1,1,0,0,,keyboard,3025688.484938333,1771283468.060534,25,25,thumb_open
610.7932490264066,610.7932490264066,0.9965154998935759,611.7897645263001,thumb_open,n/a,,,1,1,0,0,,keyboard,3025690.990201,1771283470.565705,26,26,thumb_open
613.4951846511103,613.4951846511103,0.7354842079803348,614.2306688590907,thumb_open,n/a,,,1,1,0,0,,keyboard,3025693.431105333,1771283473.0065181,27,27,thumb_open
615.9133685263805,615.9133685263805,1.0440907077863812,616.9574592341669,thumb_open,n/a,,,1,1,0,0,,keyboard,3025696.157895708,1771283475.733206,28,28,thumb_open
